iter	Logloss
541	0.1537765452
542	0.1535485
543	0.1533714961
544	0.1532366426
545	0.1531147006
546	0.152907724
547	0.1526491856
548	0.1525356027
549	0.1524310471
550	0.1522996154
551	0.1521913173
552	0.1519236528
553	0.1518357334
554	0.151722142
555	0.1515705297
556	0.1514757628
557	0.151380794
558	0.1512686571
559	0.1511068899
560	0.1509336987
561	0.1508315825
562	0.1506903663
563	0.1505165813
564	0.1503154476
565	0.1501462548
566	0.1499824861
567	0.1496880096
568	0.1495118584
569	0.1494024269
570	0.1492726241
571	0.1491675139
572	0.1490599041
573	0.1489221563
574	0.1488065094
575	0.1487552253
576	0.148658722
577	0.1484837477
578	0.1484108517
579	0.1482072819
580	0.1481114719
581	0.1479565572
582	0.147838279
583	0.1476876841
584	0.1475756836
585	0.1474577067
586	0.1473321051
587	0.1471921326
588	0.1470849603
589	0.1469636201
590	0.1468124793
591	0.1466822973
592	0.1465743665
593	0.1464144981
594	0.1461895753
595	0.1461096227
596	0.1459437585
597	0.1458389983
598	0.1456254523
599	0.145514783
600	0.1454080985
601	0.1452832348
602	0.1451819233
603	0.1449986272
604	0.1449062264
605	0.1447447146
606	0.1446315543
607	0.1444812099
608	0.1443579983
609	0.144248307
610	0.1441267025
611	0.1439409833
612	0.1438215353
613	0.1436918121
614	0.1435618523
615	0.1433919351
616	0.1432715832
617	0.1430574571
618	0.1429431021
619	0.1428939166
620	0.1427595803
621	0.1426883914
622	0.1425177013
623	0.1423423084
624	0.1421954931
625	0.1421376966
626	0.1419701629
627	0.1418449498
628	0.1415057311
629	0.141321081
630	0.141242259
631	0.141110055
632	0.1408952164
633	0.140719628
634	0.1405692114
635	0.1403798209
636	0.1402180598
637	0.1400365719
638	0.1399390565
639	0.139865442
640	0.1397468095
641	0.1396454078
642	0.1395470225
643	0.1394150132
644	0.1392465151
645	0.1390614779
646	0.1389080918
647	0.1387181366
648	0.1386210823
649	0.1384991509
650	0.1384478993
651	0.1382749796
652	0.138162747
653	0.1380672576
654	0.1379797403
655	0.1378129329
656	0.137706786
657	0.1376140365
658	0.1374905937
659	0.1374012907
660	0.1372406269
661	0.1370759887
662	0.1369445277
663	0.1368203126
664	0.1366929305
665	0.1365735845
666	0.1364683864
667	0.1363474583
668	0.1361915385
669	0.136056614
670	0.1359437012
671	0.1358487578
672	0.1357070391
673	0.1355827359
674	0.1354526547
675	0.1353438213
676	0.1352061746
677	0.1350613529
678	0.1349660554
679	0.1348756157
680	0.1347654878
681	0.134654031
682	0.1344909154
683	0.13433067
684	0.1342190473
685	0.1341570797
686	0.1340854854
687	0.1339889596
688	0.1338960875
689	0.1337715012
690	0.1336733276
691	0.1336135523
692	0.1334049985
693	0.1332751583
694	0.1331422931
695	0.1329482982
696	0.1328664235
697	0.1327629768
698	0.1326719624
699	0.132625562
700	0.1324893921
701	0.1323927547
702	0.1322888301
703	0.1322082326
704	0.1321240718
705	0.1320652568
706	0.1319992609
707	0.1319230326
708	0.1318157742
709	0.1317356945
710	0.1316836926
711	0.131582922
712	0.1314560347
713	0.1312579886
714	0.1310987603
715	0.1310104807
716	0.1308410549
717	0.1307099382
718	0.1305934663
719	0.1304413489
720	0.1303455171
721	0.1302104591
722	0.13016056
723	0.1300402053
724	0.129932572
725	0.1298514275
726	0.1297321874
727	0.1296099696
728	0.1294442313
729	0.1293122176
730	0.1291998467
731	0.1290779262
732	0.1289565842
733	0.1288302526
734	0.128657384
735	0.1285312232
736	0.128474161
737	0.1284087041
738	0.1282200819
739	0.1281807243
740	0.1280795156
741	0.1279160626
742	0.1277736858
743	0.1276337616
744	0.1275525006
745	0.1274469175
746	0.127362992
747	0.1272468346
748	0.1271250549
749	0.1270377076
750	0.1269229048
751	0.1268415202
752	0.1266907518
753	0.1265476391
754	0.1264618632
755	0.1262817085
756	0.1262196693
757	0.1260593927
758	0.125954096
759	0.1258774181
760	0.1257483433
761	0.1256831367
762	0.1255970889
763	0.1254345213
764	0.1252909545
765	0.1252039761
766	0.1251289667
767	0.1249990229
768	0.1248460397
769	0.1247408116
770	0.124638316
771	0.1245056654
772	0.1244509002
773	0.1243095449
774	0.1241998341
775	0.1241358107
776	0.124050983
777	0.1239357498
778	0.123809301
779	0.1236960824
780	0.12361472
781	0.1235245551
782	0.1234831598
783	0.1233675241
784	0.1232941591
785	0.123218432
786	0.1230965694
787	0.1229876279
788	0.1228843264
789	0.1227887615
790	0.1226862467
791	0.1226140285
792	0.1225332804
793	0.1223434381
794	0.1222092669
795	0.1220757768
796	0.1219335055
797	0.1218008936
798	0.1216907925
799	0.1216435782
800	0.1215457972
801	0.1214703623
802	0.1213366542
803	0.1211849564
804	0.1210421148
805	0.1209662785
806	0.1207495906
807	0.120662565
808	0.1205285406
809	0.1204635912
810	0.1203172337
811	0.1202825591
812	0.1202509494
813	0.1201864159
814	0.1200627004
815	0.119945346
816	0.1198792896
817	0.1197887997
818	0.1196847311
819	0.1195908836
820	0.1195190897
821	0.1194039675
822	0.1193435884
823	0.1192571657
824	0.1191510802
825	0.1191108068
826	0.1190500144
827	0.1189321535
828	0.1188452039
829	0.1187576837
830	0.1186702723
831	0.1185796356
832	0.1185479796
833	0.1183979631
834	0.1183459479
835	0.1182224402
836	0.1181056053
837	0.1180405112
838	0.1179422558
839	0.117828773
840	0.117769736
841	0.117719143
842	0.1176096653
843	0.1175015359
844	0.1174353496
845	0.1173686616
846	0.1173025949
847	0.1172169267
848	0.1171708754
849	0.1170587016
850	0.1169628448
851	0.1168998931
852	0.1167820676
853	0.1166619381
854	0.1165831561
855	0.1164966352
856	0.1163894135
857	0.1162850467
858	0.1161074901
859	0.1156569591
860	0.1156158016
861	0.1155402737
862	0.1154991361
863	0.1154416689
864	0.1153170872
865	0.1150885207
866	0.114967822
867	0.114915199
868	0.1147700341
869	0.1146595057
870	0.1146202222
871	0.1145877324
872	0.1144960106
873	0.1144426187
874	0.1143708231
875	0.1142819268
876	0.1141867902
877	0.114139703
878	0.1140897829
879	0.1139568709
880	0.1138281087
881	0.1137540415
882	0.1137097035
883	0.1136665243
884	0.1135801397
885	0.1135290513
886	0.1134353793
887	0.1133471931
888	0.1132369449
889	0.1132031935
890	0.1130886768
891	0.1130047093
892	0.1128827897
893	0.1128054902
894	0.1127471353
895	0.1126709943
896	0.1126286692
897	0.112572952
898	0.1125377254
899	0.1124347286
900	0.112391992
901	0.1122673769
902	0.1122266233
903	0.1121444606
904	0.1120971929
905	0.1120482988
906	0.111972819
907	0.11175391
908	0.1116818917
909	0.1116387692
910	0.1115139112
911	0.1114026804
912	0.1113184772
913	0.1112271862
914	0.1111260028
915	0.1110693206
916	0.1110479165
917	0.1109441523
918	0.1108207459
919	0.1107484261
920	0.1105928346
921	0.1104869703
922	0.1103784803
923	0.1102739281
924	0.1102155519
925	0.110085212
926	0.1100085182
927	0.1099176435
928	0.1098552473
929	0.1098133142
930	0.1097346981
931	0.1097072
932	0.1096368577
933	0.109617608
934	0.1095191083
935	0.1094495853
936	0.1093848172
937	0.1093152232
938	0.1092609907
939	0.1091029546
940	0.1090749338
941	0.1090063378
942	0.1088891286
943	0.1087836299
944	0.1087077388
945	0.1086309694
946	0.1085626446
947	0.1084757796
948	0.1083735163
949	0.1082913405
950	0.1081687418
951	0.1080919644
952	0.1080094409
953	0.1079506167
954	0.1078478658
955	0.1077251077
956	0.1076903251
957	0.1076176713
958	0.1075401692
959	0.1074650619
960	0.1073791393
961	0.1072798375
962	0.1072159545
963	0.1071121768
964	0.1070068342
965	0.1069579293
966	0.1068890367
967	0.1068004656
968	0.1067059801
969	0.1066494486
970	0.1065991171
971	0.106500159
972	0.1064340061
973	0.1062940716
974	0.1062330906
975	0.1060986742
976	0.106017808
977	0.1059417092
978	0.1058484693
979	0.1058037304
980	0.1057365984
981	0.1056379551
982	0.1055666671
983	0.1054850793
984	0.1053786445
985	0.1053204626
986	0.1052815431
987	0.1052135165
988	0.1051481529
989	0.1050778289
990	0.1050281087
991	0.1049478337
992	0.1049230071
993	0.1048592734
994	0.1047354835
995	0.104699156
996	0.1046103035
997	0.1044813048
998	0.1043673215
999	0.1042895314
